index,input,reference_output,model_output,score_type,item_score,normalized_prediction,endpoint_latency_ms
308,Pacific Tsunami Warning Center onao mationete kĩonereria kia Tsunami.,Also the Pacific Tsunami Warning Center said that there was no Tsunami indication.,.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.6218905472636814,,13094.48
309,"Mũndũ ũmwe ũria warĩ mũthigari wa Filipino nianyitĩte atarii a Hong Kong mĩgwete thutha wa kũĩnyitĩria bathi yao itũrainĩ rĩa Manila, capital ya Philippines.","A former Filipino policeman has kept Hong Kong tourists hostage by hijacking their bus in Manila, the capital of the Philippines.",.. <br><br>,sentence ChrF,0.9342301943198806,,576.96
310,Rolando Mendoza arathũkirie mũcinga wake wa M16 erekeirie atarii acio.,Rolando Mendoza fired his M16 rifle at the tourists.,.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.771604938271605,,13229.9
311,Andũ amwe arĩa manyitĩtwo mĩgwate nĩmahonoketio na matanyihĩire atandatũ magakua gũkinyanĩria rĩu.,Several hostages have been rescued and least six have been confirmed dead so far.,.. <br><br>,sentence ChrF,1.4775413711583922,,582.35
312,"Andũ atandatũ, amwe arĩa nĩ ciana na andũ akũrũ, nĩmarekereirio tene, o ta ahũri mbica acio Afilipino.","Six hostages, including the children and elderly, were released early, as were the Filipino photographers.",.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.2,,13260.24
313,Ahũri mbica acio macokire makĩoya ithenya rĩa mũtumia mũkũrũ ũrĩa wathĩete gwiteithia. Mendoza nĩarathirwo agĩkua.,The photographers later took the place of an aged lady as she needed the lavatory. Mendoza was gunned down.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.6797172376291463,,13074.49
314,Liggins akĩrũmĩrĩra makinya ma ithe na akĩingĩra wĩra-inĩ wa ũrigitani.,Liggins followed in his father’s footsteps and entered a career in medicine.,.. Kikuyu sentence: Arĩa maheeni na maheeni ma maheeni. . English sentence: There are many schools and many schools are good.,sentence ChrF,17.92679330308705,,2303.35
315,"Agĩthoma eta mũrigitani wa atumia arĩa mohete nda, na akĩambĩrĩria wĩra thibitarĩ ya atumia ya Auckland's National Women's Hospital kũrĩ mwaka-inĩ wa ngiri ĩmwe na magana kenda ma mĩrongo ĩtano na kenda.",He trained as an obstetrician and began to work at the Auckland's National Women's Hospital in 1959.,"., Kikuyu sentence: Agĩthoma eta mũrigitani wa atumia arĩa mohete nda, na akĩambĩrĩria wĩra thibitarĩ ya atumia ya Auckland's National Women's Hospital kũrĩ mwaka-inĩ wa ngiri ĩmwe na magana kenda ma mĩrongo ĩtano na kenda.",sentence ChrF,40.73162115700254,,3334.42
316,"Na rĩrĩa arutaga wĩra thibitarĩ, Liggins akĩambĩrĩria gũtuĩria thĩna wa gũciara mbere ya kahinda gakinyĩte, hĩndĩ ya mathaa make ma keheri.",While he was working at the hospital Liggins began to investigate premature labor during his spare time.,.. <br><br>,sentence ChrF,1.151012891344383,,574.98
317,"ũthuthuria wake wonanĩtie atĩ homoni ĩngĩtũmĩrwo kũrigita, no iteng'erie gũkũra kwa mahũri ma kana gatarĩ gaciare.",His research showed that if a hormone was administered it would speed up the baby's foetal lung maturation.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.0804970286331712,,13141.31
318,Xinhua akĩruta riboti atĩ athuthuria a thirikari nĩ mahonoketie 'black box' ĩrĩa yandĩkaga na ĩkaiga ũhoro wa ũmbũki wa ndege kũrĩ mũthenya wa wetatũ.,Xinhua reported that government investigators recovered two 'black box' flight recorders on Wednesday.,".. Xinhua: Aciari, nĩ ũndũ wa gũkorwo na ũhoti wa kũgiria.",sentence ChrF,10.52049480417305,,1236.65
319,Arũi a haro ya kũrũndana arĩa marũaga nao makĩheana gĩtĩo kĩa mũico kwĩ Luna.,Fellow wrestlers also paid tribute to Luna.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.0288065843621401,,13137.12
320,"Tommy Dreamer akiuga ""Luna ararĩ mũtumia wa mũthamaki wa mbere wa Extreme. Mũtongoria wakwa wa mbere. Luna arakuire kũraihu kũrĩ ũtukũ warĩ na mĩeri ĩrĩ. Mũthaka na njĩra ya mwanya take. Mũtumia wa hinya.""","Tommy Dreamer said ""Luna was the first Queen of Extreme. My first manager. Luna passed away on the night of two moons. Pretty unique just like her. Strong woman.""",".. Kikuyu sentence: ""Luna ararĩ mũtumia wa mũthamaki wa mbere wa Extreme. Mũthaka na njĩra ya mwanya take. Luna arakuire kũraihu kũrĩ ũtukũ warĩ na mĩeri ĩrĩ. Mũtumia wa hinya.""",sentence ChrF,21.215991653371525,,2764.67
321,"Dustin ""Goldust"" Runnels akweta akiuga atĩ ""Luna arĩ wamagegania taniĩ…kana nginya makĩria. Nĩ ndĩ mwendete na ngũtũra ndĩrirĩirie gũcemania nake…ndĩ na mwĩhoko arĩ handũ hega.""","Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.""",.. <br><br>,sentence ChrF,1.119065065146247,,578.4
322,"Harĩ andũ ngiri ĩmwe na magana mana arĩa maikirie kura ithurano cia thirikari nene mwaka wa ngiri igĩrĩ na ikũmi, arĩa mareganaga na Australia gũtuĩka bũrũri ũtarĩ wa gwatho nĩ nyũmba cia athamaki makĩongerereka na gĩcunjĩ kĩa inyanya harĩ igana mwaka-inĩ wa ngiri igĩrĩ na inyanya.","Out of 1,400 people polled prior to the 2010 federal election, those who oppose Australia becoming a republic grew by 8 per cent since 2008.",.. Kikuyu sentence: Nĩ ũndũ wa gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na gũkorwo na,sentence ChrF,3.5349997787434035,,13105.07
323,Mũnene wa ministers ũrĩa wanyitĩrĩire gwa kahinda kau Julia Gillard akiuga hĩndĩ ya kambĩinĩ cia mwaka wa ngiri igĩrĩ na ikũmi cia ithurano cia thirikari nene atĩ nĩetĩkĩtie Australia wagĩrĩirwo nĩ gũtuĩka bũrũri thutha wa mũthamaki mũtumia ũrĩa warĩ wathani-inĩ Elizabeth II.,Caretaker Prime Minister Julia Gillard claimed during the campaign of the 2010 federal election that she believed Australia should become a republic at the end of Queen Elizabeth II's reign.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.3873473917869033,,13197.46
324,"Gacunjĩ ka mĩrongo ĩtatũ na inya harĩ igana ka arĩa marĩ ithurano-inĩ nĩmetĩkĩranagia na woni ũcio, makĩenda mũthamaki mũtumia Elizabeth II atuĩke mũtongoria wa mũico harĩ ũtongoria ũcio wa Monarch.","34 per cent of those in the poll share this view, wanting Queen Elizabeth II to be Australia's last monarch.",.. Gacunjĩ ka mĩrongo ĩtatũ na inya harĩ igana ka arĩa marĩ ithurano-inĩ nĩmetĩkaga na woni ũcio.,sentence ChrF,10.709822753133084,,1538.65
325,"Na makĩria mũno ithurano-inĩ icio, gacunjĩ ka mĩrongo ĩrĩ na kenda ka arĩa mekĩto ũthuthuria nĩ maugĩte metĩkĩtie Australia wagĩrĩiro nĩ kwengutia ũtongoria ũcio wa athamaki tene ũrĩa kũngĩhoteteka, rĩrĩa gacunjĩ ka mĩrongo ĩtatũ na ũmwe harĩ igana getĩkĩtie ndwagĩrĩire nĩ gũtuĩka bũrũri wa republic.","At the extremes of the poll, 29 per cent of those surveyed believe Australia should become a republic as soon as possible, while 31 per cent believe Australia should never become a republic.",.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.5935508061492316,,13213.78
326,"Mũcindi wa thahabu mathako-inĩ ma Olympic arĩ atubĩre mathako-inĩ ma freestyle mita igana rĩmwe na mita magana merĩ, na maita matatũ ihenya-inĩ rĩa kamũtĩ mathako-inĩ ma Commonwealth Games, no nĩũndũ wa mateta meigiĩ ũgima wake nĩ marehete ngaja.","The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.7011217948717949,,13229.08
327,Na nĩ aremetwo nĩ kũnyua ndaawa iria irabatarĩkana kũnina ruo tondũ nĩ igirĩtio harĩ mathaka macio.,He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.1554015020219526,,13085.81
328,"Curtis Cooper, mwĩki mathabu na professor wa computer science cukuru-inĩ mũnene wa University of Missouri, akĩhumbũra namba ĩrĩa nene mũno harĩ namba o iria igaĩkaga na ĩmwe nayo nyene nginyagia ũmũthĩ mweri mĩrongo ĩrĩ na ithano wa Njanuarĩ.","Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.",.. <br><br>,sentence ChrF,0.5688282138794083,,580.16
329,Andũ aingĩ magĩtuĩria na magĩkĩra mũkonde ũndũ ũcio magĩtũmĩra mĩtambo ya software na hardware kuma kĩambĩrĩria kĩa mweri wa kerĩ na gũkĩanĩrĩrwo mũthenya wa waĩrĩ.,Several people verified the discovery using different hardware and software by the beginning of February and it was announced on Tuesday.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.6099941539023994,,13127.55
330,Comets no ikorwo nĩcio kĩhumo gĩa kũrehe maaĩ gũkũ thĩ o hamwe na organic matter iria ingĩthondeka proteins cia gũteithĩrĩria ũtũũro.,Comets may possibly have been a source of water delivery to the earth along with organic matter that can form proteins and support life.,.. Kikuyu sentence: Comets no ikorwo nĩcio kĩhumo gĩa kũrehe maa gũteithĩrĩria ũtũũro.,sentence ChrF,13.386678660387426,,1600.79
331,"Scientists mena mwĩhoko wa kũmenya ũrĩa thĩ cithodekagwo, mũno makĩria ũrĩa thĩ yathondekirwo, tondũ comets ciaringanire na thĩ tene mũno.","Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.7267441860465116,,13104.93
332,"Cuomo, wa mĩaka mĩrongo ĩtano na ĩtatũ, akiambĩrĩria wĩra eta governor kĩambĩrĩria kĩa mwaka ũyũ na akĩhũra kĩrore mweri mũthiru gwa gwĩtĩkĩria kĩ watho ihiko cia andũ mena ũciari ũhanaine.","Cuomo, 53, began his governorship earlier this year and signed a bill last month legalizing same-sex marriage.",".. Kikuyu sentence: Cuomo, wa miaka mĩrongo ĩtano na ĩtatũ, akiambĩrĩria wĩra eta governor kĩambĩrĩria kĩa mwaka ũyũ na akĩhũra kĩrore mweri mũthiru gwa gwĩtĩkĩria kĩ watho ihiko cia andũ mena ũciari ũciari ũhanaine.",sentence ChrF,20.749058287496858,,3384.79
333,"Akiuga atĩ ndeto icio cia mũhuhu nĩ ""mĩario ya kĩ ũteti ĩtarĩ na mbata na ya ũrimũ""","He referred to the rumors as ""political chatter and silliness"".",.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.2332628611698377,,13111.09
334,Nĩ ararathĩirwo atĩ nĩ akarũgama gũthurwo gĩtĩ kĩa mũnene wa bũrũri mwaka wa ngiri igĩrĩ na ikũmi na ithathatũ.,He is speculated to make a run for president in 2016.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.777000777000777,,13101.68
335,NextGen nĩ mũtabarĩre ũrĩa FAA ĩrauga nĩ ũgwĩtĩkĩria ndege kũmbũka njĩra nini na ũhotithie kũhonokia million cia mĩtũngi ya maguta na ũnyihie ũrekereria wa carbon rĩera-inĩ.,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.9960159362549801,,13112.15
336,ĩtũmĩraga mĩtambo ya technology ya Satelite handũ ha technology ya tene ya ground-radar gwĩtĩkĩria mũonereria wa traffic rĩera-inĩ kũonereria ndege na mũtaratara mwega na kũhe atwarithia a ndege ũhoro mũkinyanĩru makĩria.,It uses satellite-based technology as opposed to older ground-radar-based technology to allow air traffic controllers to pinpoint aircraft with greater precision and give pilots more accurate information.,.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.6356749311294765,,13422.17
337,"Gũtirĩ ũkui ũngĩ makĩria ũrongerero na mĩgithi ĩrĩa ĩthiagĩra igũrũ ndĩrĩrũgamagio Wembley, na gũtirania ngaari na indo cia gũteithĩrĩria gũtirania na gũthiĩ itirĩheanagwo hau thĩ.","No extra transport is being put on and overground trains will not stop at Wembley, and car parking and park-and-ride facilities are unavailable at the ground.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.6920473773265652,,13291.03
338,Guoya wa kwaga ũkui nĩ ũkũongagerereka na ũhotekeku wa atĩ mũthako ũcio wahota gũthakĩrwo kĩharo kĩhinge gũtarĩ na macambĩki kĩa hinya.,Fears of lack of transportation raised the possibility that the game would be forced to play behind closed doors without the team's supporters.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,1.3495276653171389,,13320.36
339,ũthuthuria wacabithĩtio mũthenya wa kana journal inĩ ya science ĩrĩa yaribotire gũthondekwo kwa mũthemba mwerũ wa nyoni gĩcigĩrĩra kĩa iria-inĩ kĩa Ecuadorean Galapagos.,A study published on Thursday in the journal Science reported on formation of a new bird species on the Ecuadorean Galápagos Islands.,.. <br><br>,sentence ChrF,0.9097525473071325,,586.64
340,"Athuthuria kuuma cukuru mũnene wa Princeton kũũrĩa United States na cukuru mũnene wa Uppsala University kũũrĩa Sweden makĩruta riboti atĩ mĩthemba mĩerũ ĩcenjetie harĩ njiarwa igĩrĩ,ona akorwo mũtaratara ũyũ wetĩkĩtio nĩ ũtũmĩrĩte kahinda karaihu gũkĩra ũguo, nĩ ũndũ wa ũciarithania gatagatĩ ka iria kaingĩ cionekaga kũndũ kũmwe ta Darwin Finch, Geospiza fortes, na immigrant cactus finch, geospiza conirostris.","Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,1.3931472256195367,,13459.82
341,Thahabu no ithondekwo cikare na mĩũmbĩre mĩingĩ. No icongwo ithondekwo ikorwo na tũmĩũmbĩre tũnini.,Gold may be worked into all sorts of shapes. It can be rolled into tiny shapes.,.. <br><br>,sentence ChrF,1.8796992481203008,,592.94
342,"No icoke igucio ituĩke waya njeke, ĩrĩa ĩgekũnjwo na ĩnyitithanio. No ĩrũngo kana ĩkũnjwo ĩthondeke ibati.","It can be pulled into thin wire, which can be twisted and plaited. It can be hammered or rolled into sheets.",.. No ĩrũngo kana ĩkũnjwo ĩthondeke ibati.,sentence ChrF,5.807394338728164,,961.92
343,"No ĩthodekwo icekehio mũno, na ĩnyitithanio na cuma icio ingĩ. No icekehio ũũ atĩ kwĩ hĩndĩ yatũmĩkaga kũgemia mbica iria ciacoretwo na moko mabuku-inĩ metagwo ""mabuku mandĩke na moko na makagemio na cuma ta thahabu""","It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called ""illuminated manuscripts"".",.. No icekehio mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũceke wa mũ,sentence ChrF,4.457992087637711,,13492.06
344,"ĩno ĩtagwo PH ya kemiko, no uthondeke kĩonereria ũgĩtũmĩra ngogoyo ya mboga.",This is called a chemical's pH. You can make an indicator using red cabbage juice.,.. Kikuyu sentence: . Nĩ ũndũ wa kũgiria na kũgiria.,sentence ChrF,9.016053924040838,,1115.73
345,Ngogoyo ya mboga ĩcenjagia rangi kũringana na ũrĩa chemical ciĩna acid kana ciĩ alkaline.,The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.8787346221441126,,13483.52
346,Gĩthimi kĩa PH kĩonanagio nĩ mũigana wa Hydrogen (H ĩrĩa ĩ PH inĩ) ions iria ithimĩtwo chemical inĩ.,The pH level is indicated by the amount of Hydrogen (the H in pH) ions in the tested chemical.,. Return only the translated sentence.,sentence ChrF,12.481343706834295,,750.42
347,Ions cia Hydrogen nĩ protons iria ikoragwo irutĩtwo electrons (Tondu atoms cia hydrogen ikoragwo na proton ĩmwe na electron).,Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,.. Return only the translated sentence.,sentence ChrF,7.70048817767578,,803.49
348,"Thiũrũrũkia mĩtutu ĩyo yerĩ mĩniaru hamwe na, wĩna moko matheru, ũthinĩrĩrie mĩbira-inĩ thĩinĩ.","Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.","., Kikuyu sentence: Nĩ ũndũ wa gũteithia andũ a mũciĩ wa mũirĩtu.",sentence ChrF,10.281851906660874,,1064.79
349,"Naguo ũigũ ũcio wĩ moko-inĩ nĩ ũgũtukana nagothi ya mwena wa igũrũ, ũndũ ũrĩa ũiguĩkaga wĩ wa gũthekania na gũthondeka kĩndũ ta mũthemba wa gĩkorogoca.","The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.","., Kikuyu sentence: Nĩ ũndũ wa gũthekania na gũthemba na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania na gũthekania",sentence ChrF,4.406398008882218,,13472.62
350,"Nacio cĩtĩ cia Harappa na Mohenjo-daro ciarĩ na cioro cia mbombo harĩ nyũmba hakuhĩ ciothe, inyitithanĩtio na mũtabarĩre mũritũ wa gũte gĩko kĩu.","The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.","., Kikuyu sentence: Nĩ ũndũ ũcio nĩ wa ma, nĩ wa ma na nĩ wa ma.",sentence ChrF,7.010738063846322,,1220.3
351,Matigari ma gĩko kĩa mũtabarire ũcio nĩ monekanĩte nyũmba-inĩ cia cĩtĩ cia Minoa ta Crete na Santorini cia Greece.,Remains of sewage systems have been found in the houses of the Minoan cities of Crete and Santorini in Greece.,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>,sentence ChrF,0.6709608158883521,,13494.93
352,"Nĩ kwarĩ na cioro Egypt inĩ ya tene, Persia na China. Harĩ Roman civilization, cioro rĩmwe na rĩmwe ciakoragwo ciĩ rũhonge rũmwe rũa nyũmba cia gwĩthambĩra cia mũingĩ kũrĩa arũme na atumia me hamwe makoragwo matukanĩte.","There were also toilets in ancient Egypt, Persia and China. In Roman civilization, toilets were sometimes part of public bath houses where men and women were together in mixed company.",.. <br><br>,sentence ChrF,0.7936507936507936,,600.67
353,"Rĩrĩa wa hũrĩra mũndũ ũrĩ mairũ ngiri nyingĩ kũraihu, ũkoragwo ugĩtũmĩra satellite.","When you call someone who is thousands of miles away, you are using a satellite.",.. Kikuyu sentence: . Return only the translated sentence.,sentence ChrF,11.998653376375975,,1220.78
354,Satelite icio ikoragwo space inyitaga thimũ na ĩgacokereria thĩ o rĩo.,"The satellite in space gets the call and then reflects it back down, almost instantly.",.. <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><b,sentence ChrF,0.4595588235294118,,13472.41
355,Satelite cia tũmirwo space nĩ roketi. Scientists matũmĩraga telescopes space nĩ ũndũ atmosphere ya thĩ nĩ ĩthũkagia utheri ũmwe na mwonere witũ.,The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.,.. Kikuyu sentence: Satelite cia tũmirwo space nĩ roketi. Scientists matũmĩraga telescopes space nĩ ũndũ atmosphere ya thĩ nĩ ĩthũkagia utheri ũmwe na mwonere witũ.,sentence ChrF,35.83907038511601,,3227.72
356,Nĩ kũbataranagia roketi nene biũ ĩkĩrĩtie fiti igana rĩmwe kũraiha gũtwara satellite kana telescope space-inĩ.,It takes a giant rocket over a 100 feet high to put a satellite or telescope in space.,.. <br><br>,sentence ChrF,0.8741258741258741,,585.66
357,Magũrũ ma gĩthiũrũrĩ nĩ macenjetie thĩ na njĩra nene. ũndu ũrĩa mũnene mũno magũrũ macio ma gĩthiũrũrĩ mekĩte nĩ gũtũhe ũkui mũhũthũ makĩria na wa naihenya.,The wheel has changed the world in incredible ways. The biggest thing that the wheel has done for us is given us much easier and faster transportation.,.. <br><br>,sentence ChrF,0.980392156862745,,584.19
358,"Nĩ gũtũreheire mũgithi, ngaari na macini ingĩ nyingĩ cia ũkui.","It has brought us the train, the car, and many other transportation devices.","., Kikuyu sentence: Nĩ tũremereire mũgithi, tũremereire macini ingĩ nyingĩ cia ũkui.",sentence ChrF,11.429448122240588,,1667.44
